1396,[紫][之] [名][高][浦][乃] [名][告][藻][之] [於][礒][将][靡] [時][待][吾][乎]
1397,[荒][礒][超] [浪][者][恐] [然][為][蟹] [海][之][玉][藻][之] [憎][者][不][有][手]
1398,[神][樂][聲][浪][乃] [四][賀][津][之][浦][能] [船][乗][尓] [乗][西][意] [常][不][所][忘]
1399,[百][傳] [八][十][之][嶋][廻][乎] [榜][船][尓] [乗]<[尓][志]>[情] [忘][不][得][裳]
1400,[嶋][傳] [足][速][乃][小][舟] [風][守] [年][者][也][經][南] [相][常][齒][無][二]
1401,[水][霧][相] [奥][津][小][嶋][尓] [風][乎][疾][見] [船][縁][金][都] [心][者][念][杼]
1402,[殊][放][者] [奥][従][酒][甞] [湊][自] [邊][著][經][時][尓] [可][放][鬼][香]
1403,[三][幣][帛][取] [神][之][祝][我] [鎮][齋][杉][原] [燎][木][伐] [殆][之][國] [手][斧][所][取][奴]
1404,[鏡][成] [吾][見][之][君][乎] [阿][婆][乃][野][之] [花][橘][之] [珠][尓][拾][都]
1405,[蜻][野][Ｓ] [人][之][懸][者] [朝][蒔] [君][之][所][思][而] [嗟][齒][不][病]
1406,[秋][津][野][尓] [朝][居][雲][之] [失][去][者] [前][裳][今][裳] [無][人][所][念]
1407,[隠][口][乃] [泊][瀬][山][尓] [霞][立] [棚][引][雲][者] [妹][尓][鴨][在][武]
1408,[狂][語][香] [逆][言][哉] [隠][口][乃] [泊][瀬][山][尓] [廬][為][云]
1409,[秋][山] [黄][葉][Ａ][怜] [浦][觸][而] [入][西][妹][者] [待][不][来]
1410,[世][間][者] [信][二][代][者] [不][徃][有][之] [過][妹][尓] [不][相][念][者]
1411,[福] [何][有][人][香] [黒][髪][之] [白][成][左][右] [妹][之][音][乎][聞]
1412,[吾][背][子][乎] [何][處][行][目][跡] [辟][竹][之] [背][向][尓][宿][之][久] [今][思][悔][裳]
1413,[庭][津][鳥] <[可]>[鷄][乃][垂][尾][乃] [乱][尾][乃] [長][心][毛] [不][所][念][鴨]
1414,[薦][枕] [相][巻][之][兒][毛] [在][者][社] [夜][乃][深][良][久][毛] [吾][惜][責]
1415,[玉][梓][能] [妹][者][珠][氈] [足][氷][木][乃] [清][山][邊] [蒔][散]<[柒]>
1416,[玉][梓][之] [妹][者][花][可][毛] [足][日][木][乃] [此][山][影][尓] [麻][氣][者][失][留]
1417,[名][兒][乃][海][乎] [朝][榜][来][者] [海][中][尓] [鹿][子][曽][鳴][成] [Ａ][怜][其][水][手]
1418,[石][激] [垂][見][之][上][乃] [左][和][良][妣][乃] [毛][要][出][春][尓] [成][来][鴨]
1419,[神][奈][備][乃] [伊][波][瀬][乃][社][之] [喚][子][鳥] [痛][莫][鳴] [吾][戀][益]
1420,[沫][雪][香] [薄][太][礼][尓][零][登] [見][左][右][二] [流][倍][散][波] [何][物][之][花][其][毛]
1421,,[春][山][之] [開][乃][乎][為]<[里]>[尓] [春][菜][採] [妹][之][白][紐] [見][九][四][与][四][門]
1422,[打]<[靡]> [春][来][良][之] [山][際] [遠][木][末][乃] [開][徃][見][者]
1423,[去][年][春] [伊][許][自][而][殖][之] [吾][屋][外][之] [若][樹][梅][者] [花][咲][尓][家][里]
1424,[春][野][尓] [須][美][礼][採][尓][等] [来][師][吾][曽] [野][乎][奈][都][可][之][美] [一][夜][宿][二][来]
1425,[足][比][奇][乃] [山][櫻][花] [日][並][而] [如][是][開][有][者] [甚][戀][目][夜][裳]
1426,[吾][勢][子][尓] [令][見][常][念][之] [梅][花] [其][十][方][不][所][見] [雪][乃][零][有][者]
1427,[従][明][日][者] [春][菜][将][採][跡] [標][之][野][尓] [昨][日][毛][今][日]<[母]> [雪][波][布][利][管]
1428,[忍][照] [難][波][乎][過][而] [打][靡] [草][香][乃][山][乎] [暮][晩][尓] [吾][越][来][者] [山][毛][世][尓] [咲][有][馬][酔][木][乃] [不][悪] [君][乎][何][時] [徃][而][早][将][見]
1429,[Ｄ][嬬][等][之] [頭][挿][乃][多][米][尓] [遊][士][之] [蘰][之][多][米][等] [敷][座][流] [國][乃][波][多][弖][尓] [開][尓][鶏][類] [櫻][花][能] [丹][穂][日][波][母][安][奈]<[尓]>
1430,[去][年][之][春] [相][有][之][君][尓] [戀][尓][手][師] [櫻][花][者] [迎][来][良][之][母]
1431,[百][濟][野][乃] [芽][古][枝][尓] [待][春][跡] [居][之][鴬] [鳴][尓][鶏][鵡][鴨]
1432,[吾][背][兒][我] [見][良][牟][佐][保][道][乃] [青][柳][乎] [手][折][而][谷][裳] [見]<[縁]>[欲][得]
1433,[打][上] [佐][保][能][河][原][之] [青][柳][者] [今][者][春][部][登] [成][尓][鶏][類][鴨]
1434,[霜][雪][毛] [未][過][者] [不][思][尓] [春][日][里][尓] [梅][花][見][都]
1435,[河][津][鳴] [甘][南][備][河][尓] [陰][所][見]<[而]> [今][香][開][良][武] [山][振][乃][花]
1436,[含][有][常] [言][之][梅][我][枝] [今][旦][零][四] [沫][雪][二][相][而] [将][開][可][聞]
1437,[霞][立] [春][日][之][里] [梅][花] [山][下][風][尓] [落][許][須][莫][湯][目]
1438,[霞][立] [春][日][里][之] [梅][花] [波][奈][尓][将][問][常] [吾][念][奈][久][尓]
1439,[時][者][今][者] [春][尓][成][跡] [三][雪][零] [遠][山][邊][尓] [霞][多][奈][婢][久]
1440,[春][雨][乃] [敷][布][零][尓] [高][圓] [山][能][櫻][者] [何][如][有][良][武]
1441,[打][霧][之] [雪][者][零][乍] [然][為][我][二] [吾][宅][乃][苑][尓] [鴬][鳴][裳]
1442,[難][波][邊][尓] [人][之][行][礼][波] [後][居][而] [春][菜][採][兒][乎] [見][之][悲][也]
1443,[霞][立] [野][上][乃][方][尓] [行][之][可][波] [鴬][鳴][都] [春][尓][成][良][思]
1444,[山][振][之] [咲][有][野][邊][乃] [都][保][須][美][礼] [此][春][之][雨][尓] [盛][奈][里][鶏][利]
1445,[風][交] [雪][者][雖][零] [實][尓][不][成] [吾][宅][之][梅][乎] [花][尓][令][落][莫]
1446,[春][野][尓] [安][佐][留][雉][乃] [妻][戀][尓] [己][我][當][乎] [人][尓][令][知][管]
1447,[尋][常] [聞][者][苦][寸] [喚][子][鳥] [音][奈][都][炊] [時][庭][成][奴]
1448,[吾][屋][外][尓] [蒔][之][瞿][麥] [何][時][毛] [花][尓][咲][奈][武] [名][蘇][經][乍][見][武]
1449,[茅][花][抜] [淺][茅][之][原][乃] [都][保][須][美][礼] [今][盛][有] [吾][戀][苦][波]
1450,[情][具][伎] [物][尓][曽][有][鶏][類] [春][霞] [多][奈][引][時][尓] [戀][乃][繁][者]
1451,[水][鳥][之] [鴨][乃][羽][色][乃] [春][山][乃] [於][保][束][無][毛] [所][念][可][聞]
1452,[闇][夜][有][者] [宇][倍][毛][不][来][座] [梅][花] [開][月][夜][尓] [伊][而][麻][左][自][常][屋]
1453,[玉][手][次] [不][懸][時][無] [氣][緒][尓] [吾][念][公][者] [虚][蝉][之] <[世][人][有][者] [大][王][之]> [命][恐] [夕][去][者] [鶴][之][妻][喚] [難][波][方] [三][津][埼][従] [大][舶][尓] [二][梶][繁][貫] [白][浪][乃] [高][荒][海][乎] [嶋][傳] [伊][別][徃][者] [留][有] [吾][者][幣][引] [齋][乍] [公][乎][者][将]<[待]> [早][還][万][世]
1454,[波][上][従] [所][見][兒][嶋][之] [雲][隠] [穴][氣][衝][之] [相][別][去][者]
1455,[玉][切] [命][向] [戀][従][者] [公][之][三][舶][乃] [梶][柄][母][我]
1456,[此][花][乃] [一][与][能][内][尓] [百][種][乃] [言][曽][隠][有] [於][保][呂][可][尓][為][莫]
1457,[此][花][乃] [一][与][能][裏][波] [百][種][乃] [言][持][不][勝][而] [所][折][家][良][受][也]
1458,[室][戸][在] [櫻][花][者] [今][毛][香][聞] [松][風][疾] [地][尓][落][良][武]
1459,[世][間][毛] [常][尓][師][不][有][者] [室][戸][尓][有] [櫻][花][乃] [不][所][比][日][可][聞]
1460,[戯][奴] [[變][云] [和][氣]] [之][為] [吾][手][母][須][麻][尓] [春][野][尓] [抜][流][茅][花][曽] [御][食][而][肥][座]
1461,[晝][者][咲] [夜][者][戀][宿] [合][歡][木][花] [君][耳][将][見][哉] [和][氣][佐][倍][尓][見][代]
1462,[吾][君][尓] [戯][奴][者][戀][良][思] [給][有] [茅][花][手][雖][喫] [弥][痩][尓][夜][須]
1463,[吾][妹][子][之] [形][見][乃][合][歡][木][者] [花][耳][尓] [咲][而][盖] [實][尓][不][成][鴨]
1464,[春][霞] [軽][引][山][乃] [隔][者] [妹][尓][不][相][而] [月][曽][經][去][来]
1465,[霍][公][鳥] [痛][莫][鳴] [汝][音][乎] [五][月][玉][尓] [相][貫][左][右][二]
1466,[神][名][火][乃] [磐][瀬][之]<[社]>[之] [霍][公][鳥] [毛][無][乃][岳][尓] [何][時][来][将][鳴]
1467,[霍][公][鳥] [無][流][國][尓][毛] [去][而][師][香] [其][鳴][音][手] [間][者][辛][苦][母]
1468,[霍][公][鳥] [音][聞][小][野][乃] [秋][風]<[尓]> [芽][開][礼][也] [聲][之][乏][寸]
1469,[足][引][之] [山][霍][公][鳥] [汝][鳴][者] [家][有][妹] [常][所][思]
1470,[物][部][乃] [石][瀬][之]<[社]>[乃] [霍][公][鳥] [今][毛][鳴][奴]<[香]> [山][之][常][影][尓]
1471,[戀][之][家][婆] [形][見][尓][将][為][跡] [吾][屋][戸][尓] [殖][之][藤][浪] [今][開][尓][家][里]
1472,[霍][公][鳥] [来][鳴][令][響] [宇][乃][花][能] [共][也][来][之][登] [問][麻][思][物][乎]
1473,[橘][之] [花][散][里][乃] [霍][公][鳥] [片][戀][為][乍] [鳴][日][四][曽][多][寸]
1474,[今][毛][可][聞] [大][城][乃][山][尓] [霍][公][鳥] [鳴][令][響][良][武] [吾][無][礼][杼][毛]
1475,[何][奇][毛] [幾][許][戀][流] [霍][公][鳥] [鳴][音][聞][者] [戀][許][曽][益][礼]
1476,[獨][居][而] [物][念][夕][尓] [霍][公][鳥] [従][此][間][鳴][渡] [心][四][有][良][思]
1477,[宇][能][花][毛] [未][開][者] [霍][公][鳥] [佐][保][乃][山][邊] [来][鳴][令][響]
1478,[吾][屋][前][之] [花][橘][乃] [何][時][毛] [珠][貫][倍][久] [其][實][成][奈][武]
1479,[隠][耳] [居][者][欝][悒] [奈][具][左][武][登] [出][立][聞][者] [来][鳴][日][晩]
1480,[我][屋][戸][尓] [月][押][照][有] [霍][公][鳥] [心][有][今][夜] [来][鳴][令][響]
1481,[我][屋]<[戸]>[前][乃] [花][橘][尓] [霍][公][鳥] [今][社][鳴][米] [友][尓][相][流][時]
1482,[皆][人][之] [待][師][宇][能][花] [雖][落] [奈][久][霍][公][鳥] [吾][将][忘][哉]
1483,[吾][背][子][之] [屋][戸][乃][橘] [花][乎][吉][美] [鳴][霍][公][鳥] [見][曽][吾][来][之]
1484,[霍][公][鳥] [痛][莫][鳴] [獨][居][而] [寐][乃][不][所][宿] [聞][者][苦][毛]
1485,,[夏][儲][而] [開][有][波][祢][受] [久][方][乃] [雨][打][零][者] [将][移][香]
1486,[吾][屋][前][之] [花][橘][乎] [霍][公][鳥] [来][不][喧][地][尓] [令][落][常][香]
1487,[霍][公][鳥] [不][念][有][寸] [木][晩][乃] [如][此][成][左][右][尓] [奈][何][不][来][喧]
1488,[何][處][者] [鳴][毛][思][仁][家][武] [霍][公][鳥] [吾][家][乃][里][尓] <[今]>[日][耳][曽][鳴]
1489,[吾][屋][前][之] [花][橘][者] [落][過][而] [珠][尓][可][貫] [實][尓][成][二][家][利]
1490,[霍][公][鳥] [雖][待][不][来][喧] <[菖]>[蒲][草] [玉][尓][貫][日][乎] [未][遠][美][香]
1491,[宇][乃][花][能] [過][者][惜][香] [霍][公][鳥] [雨][間][毛][不][置] [従][此][間][喧][渡]
1492,[君][家][乃] [花][橘][者] [成][尓][家][利] [花][乃][有][時][尓] [相][益][物][乎]
1493,[吾][屋][前][乃] [花][橘][乎] [霍][公][鳥] [来][鳴][令][動][而] [本][尓][令][散][都]
1494,[夏][山][之] [木][末][乃][繁][尓] [霍][公][鳥] [鳴][響][奈][流] [聲][之][遥][佐]
1495,[足][引][乃] [許][乃][間][立][八][十][一] [霍][公][鳥] [如][此][聞][始][而] [後][将][戀][可][聞]
1496,[吾][屋][前][之] [瞿][麥][乃][花] [盛][有] [手][折][而][一][目] [令][見][兒][毛][我][母]
1497,[筑][波][根][尓] [吾][行][利][世][波] [霍][公][鳥] [山][妣][兒][令][響] [鳴][麻][志][也][其]
1498,[無][暇] [不][来][之][君][尓] [霍][公][鳥] [吾][如][此][戀][常] [徃][而][告][社]
1499,[事][繁] [君][者][不][来][益] [霍][公][鳥] [汝][太][尓][来][鳴] [朝][戸][将][開]
1500,[夏][野]<[之]> [繁][見][丹][開][有] [姫][由][理][乃] [不][所][知][戀][者] [苦][物][曽]
1501,[霍][公][鳥] [鳴][峯][乃][上][能] [宇][乃][花][之] [猒][事][有][哉] [君][之][不][来][益]
1502,[五][月][之] [花][橘][乎] [為][君] [珠][尓][社][貫] [零][巻][惜][美]
1503,[吾][妹][兒][之] [家][乃][垣][内][乃] [佐][由][理][花] [由][利][登][云][者] [不]<[欲]>[云][二][似]
1504,[暇][無] [五][月][乎][尚][尓] [吾][妹][兒][我] [花][橘][乎] [不][見][可][将][過]
1505,[霍][公][鳥] [鳴][之][登][時] [君][之][家][尓] [徃][跡][追][者] [将][至][鴨]
1506,[古][郷][之] [奈][良][思][乃][岳][能] [霍][公][鳥] [言][告][遣][之] [何][如][告][寸][八]
1507,[伊][加][登][伊][可][等] [有][吾][屋][前][尓] [百][枝][刺] [於][布][流][橘] [玉][尓][貫] [五][月][乎][近][美] [安][要][奴][我][尓] [花][咲][尓][家][里] [朝][尓][食][尓] [出][見][毎] [氣][緒][尓] [吾][念][妹][尓] [銅][鏡] [清][月][夜][尓] [直][一][眼] [令][覩][麻][而][尓][波] [落][許][須][奈] [由]<[米]>[登][云][管] [幾][許] [吾][守][物][乎] [宇][礼][多][伎][也] [志][許][霍][公][鳥] [暁][之] [裏][悲][尓] [雖][追][雖][追] [尚][来][鳴][而] [徒] [地][尓][令][散][者] [為][便][乎][奈][美] <[攀]>[而][手][折][都] [見][末][世][吾][妹][兒]
1508,[望][降] [清][月][夜][尓] [吾][妹][兒][尓] [令][覩][常][念][之] [屋][前][之][橘]
1509,[妹][之][見][而] [後][毛][将][鳴] [霍][公][鳥] [花][橘][乎] [地][尓][落][津]
1510,[瞿][麥][者] [咲][而][落][去][常] [人][者][雖][言] [吾][標][之][野][乃] [花][尓][有][目][八][方]
1511,[暮][去][者] [小][倉][乃][山][尓] [鳴][鹿][者] [今][夜][波][不][鳴] [寐]<[宿]>[家][良][思][母]
1512,[經][毛][無] [緯][毛][不][定] [未][通][女][等][之] [織][黄][葉][尓] [霜][莫][零]
1513,[今][朝][之][旦][開] [鴈][之][鳴][聞][都] [春][日][山] [黄][葉][家][良][思] [吾][情][痛][之]
1514,[秋][芽][者] [可][咲][有][良][之] [吾][屋][戸][之] [淺][茅][之][花][乃] [散][去][見][者]
1515,[事][繁] [里][尓][不][住][者] [今][朝][鳴][之] [鴈][尓][副][而] [去][益][物][乎] [[一][云] [國][尓][不][有][者]]
1516,[秋][山][尓] [黄][反][木][葉][乃] [移][去][者] [更][哉][秋][乎] [欲][見][世][武]
1517,[味][酒] [三][輪][乃][祝][之] [山][照] [秋][乃][黄][葉]<[乃]> [散][莫][惜][毛]
1518,[天][漢] [相][向][立][而] [吾][戀][之] [君][来][益][奈][利] [紐][解][設][奈] [[一][云] [向][河]]
1519,[久][方][之] [漢]<[瀬]>[尓] [船][泛][而] [今][夜][可][君][之] [我][許][来][益][武]
1520,[牽][牛][者] [織][女][等] [天][地][之] [別][時]<[由]> [伊][奈][宇][之][呂] [河][向][立] <[思]>[空] [不][安][久][尓] [嘆][空] [不][安][久][尓] [青][浪][尓] [望][者][多][要][奴] [白][雲][尓] [渧][者][盡][奴] [如][是][耳][也] [伊][伎][都][枳][乎][良][牟] [如][是][耳][也] [戀][都][追][安][良][牟] [佐][丹][塗][之] [小][船][毛][賀][茂] [玉][纒][之] [真][可][伊][毛][我][母] [[一][云] [小][棹][毛][何][毛]] [朝][奈][藝][尓] [伊][可][伎][渡] [夕][塩][尓] [[一][云] [夕][倍][尓][毛]] [伊][許][藝][渡] [久][方][之] [天][河][原][尓] [天][飛][也] [領][巾][可][多][思][吉] [真][玉][手][乃] [玉][手][指][更] [餘][宿][毛] [寐][而][師][可][聞] [[一][云] [伊][毛][左][祢][而][師][加]] [秋][尓][安][良][受][登][母] [[一][云] [秋][不][待][登][毛]]
1521,[風][雲][者] [二][岸][尓] [可][欲][倍][杼][母] [吾][遠][嬬][之] [[一][云] [波][之][嬬][乃]] [事][曽][不][通]
1522,[多][夫][手][二][毛] [投][越][都][倍]<[吉]> [天][漢] [敝][太][而][礼][婆][可][母] [安][麻][多][須][辨][奈][吉]
1523,[秋][風][之] [吹][尓][之][日][従] [何][時][可][登] [吾][待][戀][之] [君][曽][来][座][流]
1524,[天][漢] [伊][刀][河][浪][者] [多][々][祢][杼][母] [伺][候][難][之] [近][此][瀬][呼]
1525,[袖][振][者] [見][毛][可][波][之][都][倍][久] [雖][近] [度][為][便][無] [秋][西][安][良][祢][波]
1526,[玉][蜻][蜒] [髣][髴][所][見][而] [別][去][者] [毛][等][奈][也][戀][牟] [相][時][麻][而][波]
1527,[牽][牛][之] [迎][嬬][船] [己][藝][出][良][之] <[天]>[漢][原][尓] [霧][之][立][波]
1528,[霞][立] [天][河][原][尓] [待][君][登] [伊][徃]<[還]>[尓] [裳][襴][所][沾]
1529,[天][河] [浮][津][之][浪][音] [佐][和][久][奈][里] [吾][待][君][思] [舟][出][為][良][之][母]
1530,[娘][部][思] [秋][芽][子][交] [蘆][城][野] [今][日][乎][始][而] [萬][代][尓][将][見]
1531,[珠][匣] [葦][木][乃][河][乎] [今][日][見][者] [迄][萬][代] [将][忘][八][方]
1532,[草][枕] [客][行][人][毛] [徃][觸][者] [尓][保][比][奴][倍][久][毛] [開][流][芽][子][香][聞]
1533,[伊][香][山] [野][邊][尓][開][有] [芽][子][見][者] [公][之][家][有] [尾][花][之][所][念]
1534,[娘][部][志] [秋][芽][子][折][礼] [玉][桙][乃] [道][去][褁][跡] [為][乞][兒]
1535,[我][背][兒][乎] [何][時][曽][且][今][登] [待][苗][尓] [於][毛][也][者][将][見] [秋][風][吹]
1536,[暮][相][而] [朝][面][羞] [隠][野][乃] [芽][子][者][散][去][寸] [黄][葉][早][續][也]
1537,[秋][野][尓] [咲][有][花][乎] [指][折] [可][伎][數][者] [七][種][花] [[其][一]]
1538,[芽][之][花] [乎][花][葛][花] [瞿][麦][之][花] [姫][部][志] [又][藤][袴] [朝][皃][之][花] [[其][二]]
1539,[秋]<[田]>[乃] [穂][田][乎][鴈][之][鳴] [闇][尓] [夜][之][穂][杼][呂][尓][毛] [鳴][渡][可][聞]
1540,[今][朝][乃][旦][開] [鴈][鳴][寒] [聞][之][奈][倍] [野][邊][能][淺][茅][曽] [色][付][丹][来]
1541,[吾][岳][尓] [棹]<[壮]>[鹿][来][鳴] [先][芽][之] [花][嬬][問][尓] [来][鳴][棹]<[壮]>[鹿]
1542,[吾][岳][之] [秋][芽][花] [風][乎][痛] [可][落][成] [将][見][人][裳][欲][得]
1543,[秋][露][者] [移][尓][有][家][里] [水][鳥][乃] [青][羽][乃][山][能] [色][付][見][者]
1544,[牽][牛][之] [念][座][良][武] [従][情] [見][吾][辛][苦] [夜][之][更][降][去][者]
1545,[織][女][之] [袖][續][三][更][之] [五][更][者] [河][瀬][之][鶴][者] [不][鳴][友][吉]
1546,[妹][許][登] [吾][去][道][乃] [河][有][者] [附][目][緘][結][跡] [夜][更][降][家][類]
1547,[棹][四][香][能] [芽][二][貫][置][有] [露][之][白][珠] [相][佐][和][仁] [誰][人][可][毛] [手][尓][将][巻][知][布]
1548,[咲][花][毛] <[乎][曽]>[呂][波][猒] [奥][手][有] [長][意][尓] [尚][不][如][家][里]
1549,[射][目][立][而] [跡][見][乃][岳][邊][之] [瞿][麦][花] [總][手][折] [吾][者][将][去] [寧][樂][人][之][為]
1550,[秋][芽][之] [落][乃][乱][尓] [呼][立][而] [鳴][奈][流][鹿][之] [音][遥][者]
1551,[待][時][而] [落]<[鍾]>[礼][能] <[雨]>[零][収] [開][朝][香] [山][之][将][黄][變]
1552,[暮][月][夜] [心][毛][思][努][尓] [白][露][乃] [置][此][庭][尓] [蟋][蟀][鳴][毛]
1553,<[鍾]>[礼][能][雨] [無][間][零][者] [三][笠][山] [木][末][歴] [色][附][尓][家][里]
1554,[皇][之] [御][笠][乃][山][能] [秋][黄][葉] [今][日][之]<[鍾]>[礼][尓] [散][香][過][奈][牟]
1555,[秋][立][而] [幾][日][毛][不][有][者] [此][宿][流] [朝][開][之][風][者] [手][本][寒][母]
1556,[秋][田][苅] [借][蘆][毛][未][壊][者] [鴈][鳴][寒] [霜][毛][置][奴][我][二]
1557,[明][日][香][河] [逝][廻]<[丘]>[之] [秋][芽]<[子]>[者] [今][日][零][雨][尓] [落][香][過][奈][牟]
1558,[鶉][鳴] [古][郷][之] [秋][芽][子][乎] [思][人][共] [相][見][都][流][可][聞]
1559,[秋][芽][子][者] [盛][過][乎] [徒][尓] [頭][刺][不][挿] [還][去][牟][跡][哉]
1560,[妹][目][乎] [始][見][之][埼][乃] [秋][芽][子][者] [此][月][其][呂][波] [落][許][須][莫][湯][目]
1561,[吉][名][張][乃] [猪][養][山][尓] [伏][鹿][之] [嬬][呼][音][乎] [聞][之][登][聞][思][佐]
1562,[誰][聞][都] [従][此][間][鳴][渡] [鴈][鳴][乃] [嬬][呼][音][乃] <[乏]>[知]<[在]><[乎]>
1563,[聞][津][哉][登] [妹][之][問][勢][流] [鴈][鳴][者] [真][毛][遠] [雲][隠][奈][利]
1564,[秋][付][者] [尾][花][我][上][尓] [置][露][乃] [應][消][毛][吾][者] [所][念][香][聞]
1565,[吾][屋][戸][乃] [一][村][芽][子][乎] [念][兒][尓] [不][令][見][殆] [令][散][都][類][香][聞]
1566,[久][堅][之] [雨][間][毛][不][置] [雲][隠] [鳴][曽][去][奈][流] [早][田][鴈][之][哭]
1567,[雲][隠] [鳴][奈][流][鴈][乃] [去][而][将][居] [秋][田][之][穂][立] [繁][之][所][念]
1568,[雨][隠] [情][欝][悒] [出][見][者] [春][日][山][者] [色][付][二][家][利]
1569,[雨][晴][而] [清][照][有] [此][月][夜] [又][更][而] [雲][勿][田][菜][引]
1570,[此][間][在][而] [春][日][也][何][處] [雨][障] [出][而][不][行][者] [戀][乍][曽][乎][流]
1571,[春][日][野][尓] <[鍾]>[礼][零][所][見] [明][日][従][者] [黄][葉][頭][刺][牟] [高][圓][乃][山]
1572,[吾][屋][戸][乃] [草][花][上][之] [白][露][乎] [不][令][消][而][玉][尓] [貫][物][尓][毛][我]
1573,[秋][之][雨][尓] [所][沾][乍][居][者] [雖][賎] [吾][妹][之][屋][戸][志] [所][念][香][聞]
1574,[雲][上][尓] [鳴][奈][流][鴈][之] [雖][遠] [君][将][相][跡] [手][廻][来][津]
1575,[雲][上][尓] [鳴][都][流][鴈][乃] [寒][苗] [芽][子][乃][下][葉][者] [黄][變][可][毛]
1576,[此][岳][尓] [小]<[壮]>[鹿][履][起] [宇][加][埿][良][比] [可][聞][可]<[聞]>[為][良][久] [君][故][尓][許][曽]
1577,[秋][野][之] [草][花][我][末][乎] [押][靡][而] [来][之][久][毛][知][久] [相][流][君][可][聞]
1578,[今][朝][鳴][而] [行][之][鴈][鳴] [寒][可][聞] [此][野][乃][淺][茅] [色][付][尓][家][類]
1579,[朝][扉][開][而] [物][念][時][尓] [白][露][乃] [置][有][秋][芽][子] [所][見][喚][鶏][本][名]
1580,[棹]<[壮]>[鹿][之] [来][立][鳴][野][之] [秋][芽][子][者] [露][霜][負][而] [落][去][之][物][乎]
1581,[不][手][折][而] [落][者][惜][常] [我][念][之] [秋][黄][葉][乎] [挿][頭][鶴][鴨]
1582,<[希]>[将][見] [人][尓][令][見][跡] [黄][葉][乎] [手][折][曽][我][来][師] [雨][零][久][仁]
1583,[黄][葉][乎] [令][落]<[鍾]>[礼][尓] [所][沾][而][来][而] [君][之][黄][葉][乎] [挿][頭][鶴][鴨]
1584,<[希]>[将][見][跡] [吾][念][君][者] [秋][山]<[乃]> [始]<[黄]>[葉][尓] [似][許][曽][有][家][礼]
1585,[平][山][乃] [峯][之][黄][葉] [取][者][落] <[鍾]>[礼][能][雨][師] [無][間][零][良][志]
1586,[黄][葉][乎] [落][巻][惜][見] [手][折][来][而] [今][夜][挿][頭][津] [何][物][可][将][念]
1587,[足][引][乃] [山][之][黄][葉] [今][夜][毛][加] [浮][去][良][武] [山][河][之][瀬][尓]
1588,[平][山][乎] [令][丹][黄][葉] [手][折][来][而] [今][夜][挿][頭][都] [落][者][雖][落]
1589,[露][霜][尓] [逢][有][黄][葉][乎] [手][折][来][而] [妹][挿][頭][都] [後][者][落][十][方]
1590,[十][月] <[鍾]>[礼][尓][相][有] [黄][葉][乃] [吹][者][将][落] [風][之][随]
1591,[黄][葉][乃] [過][麻][久][惜][美] [思][共] [遊][今][夜][者] [不][開][毛][有][奴][香]
1592,[然][不][有] [五][百][代][小][田][乎] [苅][乱] [田][蘆][尓][居][者] [京][師][所][念]
1593,[隠][口][乃] [始][瀬][山][者] [色][附][奴] <[鍾]>[礼][乃][雨][者] [零][尓][家][良][思][母]
1594,[思][具][礼][能][雨] [無][間][莫][零] [紅][尓] [丹][保][敝][流][山][之] [落][巻][惜][毛]
1595,[秋][芽][子][乃] [枝][毛][十][尾][二] [降][露][乃] [消][者][雖][消] [色][出][目][八][方]
1596,[妹][家][之] [門][田][乎][見][跡] [打][出][来][之] [情][毛][知][久] [照][月][夜][鴨]
1597,[秋][野][尓] [開][流][秋][芽][子] [秋][風][尓] [靡][流][上][尓] [秋][露][置][有]
1598,[棹]<[壮]>[鹿][之] [朝][立][野][邊][乃] [秋][芽][子][尓] [玉][跡][見][左][右] [置][有][白][露]
1599,[狭][尾]<[壮]>[鹿][乃] [胸][別][尓][可][毛] [秋][芽][子][乃] [散][過][鶏][類] [盛][可][毛][行][流]
1600,[妻][戀][尓] [鹿][鳴][山][邊][之] [秋][芽][子][者] [露][霜][寒] [盛][須][疑][由][君]
1601,[目][頬][布] [君][之][家][有] [波][奈][須][為][寸] [穂][出][秋][乃] [過][良][久][惜][母]
1602,[山][妣][姑][乃] [相][響][左][右] [妻][戀][尓] [鹿][鳴][山][邊][尓] [獨][耳][為][手]
1603,<[頃]>[者][之] [朝][開][尓][聞][者] [足][日][木][篦] [山]<[呼]>[令][響] [狭][尾]<[壮]>[鹿][鳴][哭]
1604,[秋][去][者] [春][日][山][之] [黄][葉][見][流] [寧][樂][乃][京][師][乃] [荒][良][久][惜][毛]
1605,[高][圓][之] [野][邊][乃][秋][芽][子] [此][日][之] [暁][露][尓] [開][兼][可][聞]
1606,[君][待][跡] [吾][戀][居][者] [我][屋][戸][乃] [簾][令][動] [秋][之][風][吹]
1607,[風][乎][谷] [戀][者][乏] [風][乎][谷] [将][来][常][思][待][者] [何][如][将][嘆]
1608,[秋][芽][子][之] [上][尓][置][有] [白][露][乃] [消][可][毛][思][奈][萬][思] [戀][管][不][有][者]
1609,[宇][陀][乃][野][之] [秋][芽][子][師][弩][藝] [鳴][鹿][毛] [妻][尓][戀][樂][苦] [我][者][不][益]
1610,[高][圓][之] [秋][野][上][乃] [瞿][麦][之][花] [丁]<[壮]>[香][見] [人][之][挿][頭][師] [瞿][麦][之][花]
1611,[足][日][木][乃] [山][下][響] [鳴][鹿][之] [事][乏][可][母] [吾][情][都][末]
